"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Avorion","3300","27915","8","108","4762","86.581818"
"2","Squad","2865","31830","10","25","2870","60.104712"
"3","Tropico 6","1245","6075","4","11","561","27.036144"
"4","RimWorld","1050","6195","5","26","605","34.571428"
"5","Wolfenstein: Youngblood","900","8265","9","17","763","50.866666"
"6","Iratus: Lord of the Dead","690","19635","33","79","920","80"
"7","Arma 3","405","6960","17","23","341","50.518518"
"8","Tales of Monkey Island","360","1935","4","11","96","16"
"9","Star Wars: Republic Commando","360","2370","5","13","251","41.833333"
"10","PUBG: BATTLEGROUNDS","315","2445","7","15","163","31.047619"
"11","Hell Let Loose","300","3240","10","15","475","95"
"12","Dead Cells","270","2475","8","17","138","30.666666"
"13","Railroad Corporation","180","1200","6","11","82","27.333333"
"14","War Thunder","165","840","4","9","118","42.90909"
"15","Just Chatting","165","915","5","10","48","17.454545"
"16","Games + Demos","120","1125","9","16","860","430"
"17","Enslaved: Odyssey to the West","90","465","5","6","23","15.333333"
"18","Tales of Monkey Island Chapter 5: Rise of the Pirate God","90","375","4","7","32","21.333333"
"19","NIBIRU: Age of Secrets","90","405","4","7","46","30.666666"
"20","Post Scriptum","45","180","4","5","23","30.666666"
