"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Borderlands 2","690","7740","10","19","185","16.086956"
"2","The Turing Test","570","4320","7","18","116","12.210526"
"3","Machinarium","405","3195","8","17","55","8.148148"
"4","The Witcher 3: Wild Hunt","375","4485","12","22","138","22.08"
"5","Apex Legends","300","2220","7","15","49","9.8"
"6","Tabletop Simulator","210","1950","9","13","60","17.142857"
"7","Dreamfall Chapters","105","885","8","11","14","8"
"8","LEGO Harry Potter: Years 1-4","90","360","4","6","15","10"
"9","Fable Anniversary","75","570","7","11","25","20"
"10","Seasons after Fall","60","675","11","13","36","36"
"11","The Sims 4","15","45","3","3","5","20"
