"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","4605","92670","19","45","1981","25.811074"
"2","Destiny 2","870","13980","15","24","430","29.655172"
"3","Realm Royale Reforged","495","9270","19","30","160","19.393939"
"4","Apex Legends","270","4845","17","25","96","21.333333"
"5","Paladins","195","3930","18","34","69","21.230769"
"6","World War Z","165","3210","19","24","69","25.090909"
"7","Overwatch","120","2085","17","21","47","23.5"
"8","Unlisted on Twitch","120","1830","12","22","38","19"
"9","Heroes of the Storm","105","690","6","10","12","6.857142"
"10","Metro Exodus","75","1305","17","23","34","27.2"
"11","Battlerite Royale","75","1230","16","18","16","12.8"
"12","Torchlight","45","720","16","17","54","72"
"13","Torchlight II","45","735","16","18","14","18.666666"
"14","Just Chatting","30","255","8","14","0","0"
