"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","2805","28020","9","18","853","18.245989"
"2","The Elder Scrolls V: Skyrim","2490","22995","9","20","576","13.879518"
"3","Teamfight Tactics","1620","15135","9","23","553","20.481481"
"4","Monster Boy and the Cursed Kingdom","1215","14625","11","20","332","16.395061"
"5","Beyond: Two Souls","660","10365","15","26","190","17.272727"
"6","Leisure Suit Larry: Wet Dreams Don't Dry","525","5850","10","18","117","13.371428"
"7","Crash Bandicoot N. Sane Trilogy","435","4095","8","15","68","9.37931"
"8","Just Chatting","150","1605","9","15","60","24"
"9","COLLAPSED","120","1515","11","21","36","18"
"10","Pagan: Absent Gods","105","825","7","12","37","21.142857"
"11","For Honor","105","945","9","17","36","20.571428"
"12","Human: Fall Flat","105","1350","12","17","45","25.714285"
"13","Assassin's Creed Odyssey","105","870","8","11","21","12"
"14","Marbles on Stream","75","1635","21","24","22","17.6"
