"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","765","21645","26","57","1493","117.098039"
"2","The Legend of Zelda: Breath of the Wild","705","28665","38","48","470","40"
"3","Hollow Knight","690","28410","41","53","637","55.391304"
"4","Splatoon 2","675","27150","39","56","576","51.2"
"5","Pokémon: Let's Go, Pikachu!","450","19680","41","81","414","55.2"
"6","RiME","450","16950","37","55","396","52.8"
"7","Human: Fall Flat","285","8115","28","36","188","39.578947"
"8","Stardew Valley","240","9645","40","49","187","46.75"
"9","Gone Home","165","4770","28","44","117","42.545454"
"10","Unlisted on Twitch","120","4425","36","51","118","59"
"11","The Jackbox Party Pack 5","90","2235","24","28","53","35.333333"
"12","The Jackbox Party Pack 4","75","2205","29","35","35","28"
"13","To the Moon","45","1575","35","39","40","53.333333"
