"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Life is Strange","885","31590","34","63","561","38.033898"
"2","Overwatch","795","15780","19","27","361","27.245283"
"3","Sea of Thieves","735","20385","27","74","660","53.877551"
"4","Life is Strange: Before the Storm","690","21990","30","42","448","38.956521"
"5","The Sims 4","660","19005","28","39","407","37"
"6","Littlewood","630","20160","31","55","274","26.095238"
"7","Life is Strange 2","585","18465","31","40","359","36.820512"
"8","Retro","315","12675","40","56","300","57.142857"
"9","Dead by Daylight","270","9135","36","51","134","29.777777"
"10","Sonic Adventure 2: Battle","240","6405","26","34","108","27"
"11","Octodad: Dadliest Catch","210","5280","25","32","116","33.142857"
"12","Dauntless","195","10785","55","63","209","64.307692"
"13","Just Chatting","180","5865","31","40","91","30.333333"
"14","Totally Reliable Delivery Service","165","4560","27","34","97","35.272727"
"15","Cooking Simulator","120","2070","17","24","80","40"
"16","Jackbox Party Packs","120","3510","29","33","85","42.5"
"17","House Flipper","105","2475","23","27","32","18.285714"
"18","The Awesome Adventures of Captain Spirit","105","2640","25","29","62","35.428571"
"19","Twitch Sings","15","315","21","21","0","0"
