"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","5025","82125","15","62","1948","23.259701"
"2","Unlisted on Twitch","3450","35445","9","55","1347","23.426086"
"3","theHunter: Call of the Wild","3405","15825","3","17","466","8.211453"
"4","Call of Duty: Black Ops 4","720","2970","3","9","139","11.583333"
"5","Apex Legends","315","1305","4","11","46","8.761904"
"6","Destiny","105","465","4","6","10","5.714285"
"7","Destiny 2","90","240","2","4","9","6"
"8","PUBG: BATTLEGROUNDS","60","465","7","9","16","16"
"9","Just Chatting","45","285","8","15","0","0"
"10","Tom Clancy's Rainbow Six Siege","45","90","2","2","6","8"
"11","Astroneer","30","75","2","3","6","12"
"12","Halo 5: Guardians","30","105","3","4","2","4"
"13","Food & Drink","15","195","13","13","23","92"
