"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minion Masters","4920","45045","7","33","845","10.304878"
"2","Wolcen: Lords of Mayhem","1245","4530","3","9","84","4.048192"
"3","Grim Dawn","195","1005","4","7","16","4.923076"
"4","Wolfenstein: The New Order","195","510","2","4","7","2.153846"
"5","Dark and Light","165","735","4","7","10","3.636363"
"6","Lost Sphear","105","390","3","5","3","1.714285"
"7","Killsquad","90","120","1","2","3","2"
"8","Bit Heroes","75","405","5","8","7","5.6"
"9","Zombie Army Trilogy","75","285","3","5","12","9.6"
"10","The Textorcist","60","165","2","3","5","5"
"11","Torchlight II","45","375","8","9","7","9.333333"
