"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","990","7560","6","15","328","19.878787"
"2","Teamfight Tactics","795","6150","6","13","201","15.169811"
"3","Overwatch","780","5370","6","14","203","15.615384"
"4","The Sims 4","375","2415","5","13","71","11.36"
"5","osu!","135","645","4","9","38","16.888888"
"6","League of Legends","135","960","7","9","21","9.333333"
"7","Counter-Strike: Global Offensive","120","525","4","6","17","8.5"
"8","Art","120","780","5","9","24","12"
"9","skribbl.io","105","660","6","10","27","15.428571"
"10","Hearthstone","45","285","6","8","31","41.333333"
"11","TypeRacer","45","270","6","7","6","8"
