"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Days Gone","1155","4845","3","8","125","6.493506"
"2","Test Drive Unlimited 2","990","5580","5","11","77","4.666666"
"3","Fable Anniversary","645","2280","3","6","47","4.372093"
"4","Ni no Kuni II: Revenant Kingdom","570","2835","4","10","36","3.789473"
"5","FlatOut","465","2295","3","8","36","4.645161"
"6","Dragon's Dogma: Dark Arisen","420","2010","4","10","48","6.857142"
"7","Rocket League","345","1245","3","7","17","2.956521"
"8","Resident Evil 2","255","2055","8","11","35","8.235294"
"9","DARK SOULS III","240","885","3","6","22","5.5"
"10","Warhammer: Vermintide 2","225","720","3","6","20","5.333333"
"11","Kingdom Hearts Birth by Sleep","165","795","4","7","18","6.545454"
"12","Dark Souls II","165","735","4","5","8","2.90909"
"13","Devil May Cry 5","105","435","4","5","11","6.285714"
"14","Quiplash","90","615","6","8","12","8"
"15","Kao the Kangaroo: Round 2","90","255","2","4","6","4"
"16","Rayman Forever","90","345","3","4","3","2"
"17","Jak II","75","210","2","4","14","11.2"
"18","My Summer Car","75","315","4","5","16","12.8"
"19","Jackbox Party Packs","75","555","7","8","7","5.6"
"20","Dead Space (2008)","60","285","4","6","2","2"
"21","Project CARS 2","60","210","3","4","11","11"
"22","Slay the Spire","45","165","3","6","6","8"
"23","Warframe","45","150","3","4","2","2.666666"
"24","Rogue Legacy","45","225","5","5","0","0"
"25","Forza Horizon 4","45","225","5","6","1","1.333333"
"26","Just Chatting","15","75","5","5","2","8"
"27","Crash Team Racing Nitro-Fueled","15","120","8","8","0","0"
"28","Need for Speed: Shift 2 Unleashed","15","0","0","0","0","0"
"29","DOOM","15","45","3","3","3","12"
