"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dragon Quest Builders 2","1905","13140","6","14","115","3.622047"
"2","Splatoon 2","1770","15525","7","19","146","4.949152"
"3","The World Ends with You","1050","6510","5","9","46","2.628571"
"4","KILL la KILL: IF","855","10695","12","25","164","11.508771"
"5","Super Mario Maker 2","705","4185","5","9","49","4.170212"
"6","Overwatch","510","3435","6","11","31","3.647058"
"7","Cadence of Hyrule: Crypt of the NecroDancer Featuring the Legend of Zelda","495","3735","7","11","60","7.272727"
"8","Persona Q2: New Cinema Labyrinth","375","2505","6","10","21","3.36"
"9","SAMURAI SHODOWN","300","1560","4","8","47","9.4"
"10","Talk Shows & Podcasts","210","1995","9","12","18","5.142857"
"11","Mario Tennis Aces","180","1260","7","10","23","7.666666"
"12","Persona 4 Arena","165","750","4","7","13","4.727272"
"13","Persona 4: Dancing All Night","105","375","3","6","15","8.571428"
"14","Crash Team Racing Nitro-Fueled","90","495","5","9","10","6.666666"
"15","Cooking Mama: Cook Off","75","525","7","8","5","4"
"16","Super Smash Bros. Ultimate","75","375","5","7","12","9.6"
"17","Games + Demos","60","360","6","8","5","5"
"18","Retro","60","390","6","8","4","4"
"19","TETRIS 99","45","285","6","8","8","10.666666"
"20","Taiko Drum Master: Nintendo Switch Version","30","225","7","8","1","2"
