"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Assassin's Creed Odyssey","750","3555","4","14","132","10.56"
"2","Lords of the Fallen","690","2745","3","7","79","6.869565"
"3","Overlord","675","2520","3","9","34","3.022222"
"4","Dishonored","360","915","2","13","61","10.166666"
"5","Cities: Skylines","225","645","2","5","11","2.933333"
"6","Warhammer 40,000: Inquisitor - Martyr","225","1125","5","11","65","17.333333"
"7","FINAL FANTASY XIV ONLINE","165","480","2","4","18","6.545454"
"8","Red Faction: Guerrilla","105","195","1","3","3","1.714285"
"9","Overlord: Raising Hell","90","75","0","1","8","5.333333"
"10","Dawn of Man","75","255","3","5","12","9.6"
