"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Gears 5","3090","587205","176","366","11369","220.757281"
"2","Black Desert","2895","172335","63","165","4520","93.678756"
"3","Gears of War 4","1980","263490","109","249","4364","132.242424"
"4","Path of Exile","1185","74760","64","98","1124","56.911392"
"5","Ring of Elysium","885","73755","76","159","1499","101.627118"
"6","Fortnite","525","36810","69","89","892","101.942857"
"7","Escape from Tarkov","525","41925","66","129","727","83.085714"
"8","Borderlands 2","330","35835","108","127","336","61.090909"
"9","Rust","240","18000","77","82","338","84.5"
"10","Tom Clancy's The Division 2","120","17700","147","185","427","213.5"
"11","Just Chatting","30","1170","39","41","26","52"
