"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","1365","41535","31","51","979","43.032967"
"2","Counter-Strike: Global Offensive","1110","36390","32","49","708","38.27027"
"3","Minecraft","795","28500","37","60","481","36.301886"
"4","Just Chatting","450","9540","17","47","419","55.866666"
"5","Dead by Daylight","405","13560","34","51","191","28.296296"
"6","Visage","300","3960","13","18","176","35.2"
"7","ROBLOX","165","5520","33","45","136","49.454545"
"8","Apex Legends","135","4125","29","39","89","39.555555"
"9","Fortnite","60","1545","25","31","84","84"
"10","Nancy Drew: Shadow at the Water's Edge","30","1050","35","37","25","50"
