"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Wednesday 31st July 2019 11:21","https://sullygnome.com/channel/kebabskal/stream/35110094768","174","1218","7","13","0","0","27","9","Science &amp; Technology"
"2","Wednesday 24th July 2019 12:11","https://sullygnome.com/channel/kebabskal/stream/35024987360","319","2552","8","15","1","0","55","10","Science &amp; Technology"
"3","Wednesday 24th July 2019 08:15","https://sullygnome.com/channel/kebabskal/stream/35023728064","180","1620","9","18","-1","0","43","13","Science &amp; Technology"
"4","Tuesday 23rd July 2019 11:57","https://sullygnome.com/channel/kebabskal/stream/35012612976","288","3744","13","20","2","0","74","14","Science &amp; Technology"
"5","Tuesday 23rd July 2019 08:23","https://sullygnome.com/channel/kebabskal/stream/35011412576","127","1143","9","16","3","1","36","16","Science &amp; Technology"
