"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","6630","57660","7","43","1494","13.520361"
"2","Hearthstone","1470","11625","7","16","496","20.244897"
"3","Black Desert","600","3615","5","13","72","7.2"
"4","MapleStory M","300","1500","4","9","53","10.6"
"5","Teamfight Tactics","45","300","6","7","15","20"
