"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike","1890","5580","2","7","465","14.761904"
"2","Just Chatting","1710","6840","3","19","902","31.649122"
"3","Apex Legends","1260","3060","2","6","94","4.47619"
"4","Twitch Sings","630","2490","3","9","287","27.333333"
"5","Splitgate","525","2400","3","9","257","29.371428"
"6","Rocksmith 2014","105","300","2","4","80","45.714285"
"7","Amnesia: The Dark Descent","90","510","5","8","85","56.666666"
"8","Science & Technology","90","285","3","4","4","2.666666"
"9","Krunker.io","75","285","3","6","4","3.2"
"10","World of Warcraft","60","180","3","4","55","55"
"11","Music","45","270","6","6","30","40"
"12","Hotline Miami","45","150","3","4","8","10.666666"
"13","Kerbal Space Program","45","180","3","5","4","5.333333"
"14","Greetings","30","75","2","3","10","20"
"15","SOMA","30","60","2","2","3","6"
"16","Universe Sandbox","30","120","4","4","1","2"
"17","Carpe Diem","15","90","6","6","3","12"
"18","The Room","15","90","6","6","9","36"
