"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY XIV ONLINE","3945","69720","17","65","1527","23.224334"
"2","League of Legends","1755","24585","10","36","472","16.136752"
"3","Overwatch","615","11280","17","27","125","12.195121"
"4","Marvel Ultimate Alliance 3: The Black Order","495","6720","13","22","116","14.060606"
"5","Fire Emblem: Three Houses","345","6225","18","32","166","28.869565"
"6","Owlboy","330","4590","13","19","72","13.090909"
"7","Monster Hunter Generations Ultimate","225","2850","12","17","63","16.8"
"8","Warframe","225","3690","16","19","73","19.466666"
"9","Super Mario Maker 2","195","2865","14","21","60","18.461538"
"10","Gloomhaven","180","1935","10","15","62","20.666666"
