"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Castlevania: Symphony of the Night","3015","22200","6","16","380","7.562189"
"2","FINAL FANTASY V","1785","10200","5","15","88","2.957983"
"3","Super Mario Maker 2","1230","9435","7","16","96","4.682926"
"4","The Legend of Zelda: A Link to the Past","1020","6945","5","14","149","8.764705"
"5","Resident Evil 2","390","1665","4","10","33","5.076923"
"6","Soul Blazer","360","1395","3","7","41","6.833333"
"7","Super Mario Bros. 3","330","1935","5","10","29","5.272727"
"8","Timespinner","330","1035","3","5","28","5.090909"
"9","Castlevania: Aria of Sorrow","285","1635","5","9","33","6.947368"
"10","Retro","240","1695","7","10","21","5.25"
"11","Super Mario World","150","1545","10","13","10","4"
"12","Halo 4","120","435","3","5","9","4.5"
"13","Mega Man 3","90","360","4","5","10","6.666666"
"14","Overwatch","15","30","2","2","7","28"
