"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","3900","581175","134","239","14464","222.523076"
"2","Grand Theft Auto V","3135","735000","213","376","16082","307.789473"
"3","Slots","660","97110","143","203","2842","258.363636"
"4","Old School RuneScape","285","26370","92","136","2066","434.947368"
"5","Just Chatting","180","31575","152","209","1009","336.333333"
"6","Far Cry 5","135","6765","50","74","295","131.111111"
"7","Golf With Your Friends","90","16470","183","280","825","550"
"8","Counter-Strike: Global Offensive","45","4860","108","113","214","285.333333"
"9","Fortnite","30","3210","107","116","74","148"
"10","Unlisted on Twitch","30","1545","51","59","71","142"
