"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","7905","21471315","2597","11128","1091476","8284.447817"
"2","Minecraft","2085","2719695","1460","4386","255454","7351.194244"
"3","Just Chatting","960","2044350","1844","5237","242754","15172.125"
"4","Tom Clancy's Rainbow Six Siege","135","231855","1717","2569","9562","4249.777777"
"5","Need For Speed: Payback","90","114855","1276","1434","5889","3926"
"6","Tick Tock: A Tale for Two","90","110130","1223","1387","8740","5826.666666"
"7","They Are Billions","60","42225","703","801","11542","11542"
"8","MarZ: Tactical Base Defense","45","36315","807","936","8666","11554.666666"
"9","Automachef","45","21645","500","557","8556","11408"
"10","Games + Demos","15","17970","1198","1198","2704","10816"
