"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","DayZ","1965","7995","3","9","142","4.335877"
"2","Rust","525","2055","4","10","47","5.371428"
"3","Teamfight Tactics","255","1770","6","9","16","3.764705"
"4","Monster Hunter: World","240","1335","5","8","23","5.75"
"5","The Witcher 3: Wild Hunt","165","315","1","4","11","4"
"6","Rising Storm 2: Vietnam","120","345","2","4","8","4"
"7","Tom Clancy's Rainbow Six Siege","105","225","2","7","13","7.428571"
"8","UNDERTALE","105","540","5","6","4","2.285714"
"9","The Binding of Isaac: Repentance","60","285","4","6","4","4"
"10","Risk of Rain 2","30","240","8","8","1","2"
