"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Call of Duty: Black Ops 4","2115","8010","3","11","105","2.978723"
"2","MLB The Show 19","690","3420","4","9","33","2.869565"
"3","Wolfenstein: Youngblood","675","1065","1","3","35","3.111111"
"4","Battlefield 1","480","1785","2","14","20","2.5"
"5","Backyard Soccer","285","1470","4","6","19","4"
"6","Battlefield V","285","795","2","6","21","4.421052"
"7","Rocket League","210","975","4","10","27","7.714285"
"8","Broforce","180","495","2","4","10","3.333333"
"9","Madden NFL 20","180","540","3","7","15","5"
"10","Madden NFL 19","135","390","2","6","9","4"
"11","Uncharted 4: A Thief's End","75","225","3","4","0","0"
"12","Call of Duty: Black Ops III","45","150","3","4","4","5.333333"
"13","Just Chatting","30","120","4","4","0","0"
