"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","6075","2154285","288","1164","57856","571.417283"
"2","Dead by Daylight","195","22335","114","135","1000","307.692307"
"3","Just Chatting","165","27795","205","341","2205","801.818181"
"4","Deceit","105","17310","182","355","726","414.857142"
"5","Apex Legends","60","1830","30","42","130","130"
"6","Travel & Outdoors","30","1905","63","75","246","492"
"7","Dying Light","30","2235","74","102","115","230"
"8","Counter-Strike: Global Offensive","30","2880","96","104","140","280"
"9","Unlisted on Twitch","15","285","19","19","246","984"
"10","Marbles on Stream","15","4095","273","273","630","2520"
