"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Pokémon HeartGold/SoulSilver","1260","10965","8","14","126","6"
"2","XCOM 2: War of the Chosen","855","4545","5","11","74","5.192982"
"3","Dead Cells","750","4800","6","13","66","5.28"
"4","Prey","555","2820","4","8","56","6.054054"
"5","Magic: The Gathering","450","2175","4","7","27","3.6"
"6","Streets of Rogue","360","1635","4","8","26","4.333333"
"7","Stories: The Path of Destinies","330","840","1","5","9","1.636363"
"8","Risk of Rain","240","1440","6","11","22","5.5"
"9","Risk of Rain 2","210","975","4","7","8","2.285714"
"10","My Friend Pedro","195","975","5","7","12","3.692307"
"11","100% Orange Juice","180","1425","7","12","8","2.666666"
"12","Unlisted on Twitch","90","450","5","6","7","4.666666"
"13","League of Legends","60","255","4","6","11","11"
