"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","13050","21564870","1590","4348","439242","2019.503448"
"2","Heavy Rain","540","520245","963","1288","13821","1535.666666"
"3","Intruder","240","390945","1687","2316","15001","3750.25"
"4","Raft","225","176145","782","893","4147","1105.866666"
"5","Just Chatting","210","246045","1255","2561","10690","3054.285714"
"6","DayZ","195","170025","871","1018","5382","1656"
"7","The Forest","195","285645","1473","1641","5386","1657.230769"
"8","Gang Beasts","195","350055","1798","2316","7960","2449.230769"
"9","Friday the 13th: The Game","180","394935","1977","2710","12660","4220"
"10","The Escapists 2","165","124590","755","840","3267","1188"
"11","Monster Prom","165","146535","903","1106","4223","1535.636363"
"12","Tabletop Simulator","150","104100","694","827","2534","1013.6"
"13","Portal 2","135","84360","624","748","3319","1475.111111"
"14","The Jackbox Party Pack 5","105","99810","945","986","3446","1969.142857"
"15","The Flame in the Flood","60","56355","939","1098","2591","2591"
"16","SpeedRunners","45","54495","1211","1337","1551","2068"
"17","Risk of Rain 2","45","30465","677","711","2081","2774.666666"
"18","Terraria","45","47760","1061","1208","1078","1437.333333"
"19","Jackbox Party Packs","45","37830","840","949","1338","1784"
"20","Totally Reliable Delivery Service","45","79635","1769","1929","979","1305.333333"
"21","The Jackbox Party Pack 4","30","27135","904","933","952","1904"
"22","Golf It!","30","59355","1978","2003","5815","11630"
"23","Jalopy","15","13575","905","905","915","3660"
"24","Mount & Blade: Warband","15","12660","844","844","915","3660"
