"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Wednesday 3rd July 2019 04:00","https://sullygnome.com/channel/skellaborealis/stream/34760707824","30","930","31","32","0","0","47","62","Food &amp; Drink"
"2","Tuesday 2nd July 2019 20:19","https://sullygnome.com/channel/skellaborealis/stream/34756079408","431","13792","32","40","16","2","329","45","Food &amp; Drink"
