"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","7 Days to Die","1110","7680","5","16","213","11.513513"
"2","Gears of War 4","375","2490","6","10","65","10.4"
"3","Minecraft","225","1380","6","9","16","4.266666"
"4","The Elder Scrolls V: Skyrim","210","720","2","5","15","4.285714"
"5","Sea of Thieves","180","705","4","8","16","5.333333"
"6","Gears of War 3","75","255","3","4","4","3.2"
"7","Destiny","45","180","4","6","2","2.666666"
"8","Call of Duty: Black Ops III","30","255","8","9","7","14"
"9","Just Chatting","30","165","5","6","0","0"
"10","The Long Dark","15","90","6","6","0","0"
