"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Zero Escape: Virtue's Last Reward","1335","13230","8","18","202","9.078651"
"2","The Jackbox Party Pack 5","1185","17805","15","26","521","26.379746"
"3","WWE 2K19","1065","11625","10","41","293","16.507042"
"4","The Legend of Zelda: Ocarina of Time","825","8655","8","26","152","11.054545"
"5","Grand Theft Auto V","750","7980","10","15","108","8.64"
"6","Jackbox Party Packs","570","7845","13","21","398","41.894736"
"7","Use Your Words","525","6105","11","20","180","20.571428"
"8","Mortal Kombat 11","495","3360","6","12","89","10.787878"
"9","The Jackbox Party Pack 4","465","7215","15","27","310","40"
"10","The Legend of Zelda: Majora's Mask","450","5175","11","17","67","8.933333"
"11","Drawful 2","240","3405","14","20","258","64.5"
"12","Borderlands 2","180","1140","6","8","37","12.333333"
"13","Marbles on Stream","120","1995","16","23","30","15"
"14","WCW/nWo Revenge","45","330","7","8","7","9.333333"
"15","Terraria","15","90","6","6","0","0"
"16","Just Chatting","15","75","5","5","7","28"
