"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","DARK SOULS III","900","1545","1","6","75","5"
"2","Grand Theft Auto V","480","570","1","3","32","4"
"3","The Forest","345","435","1","3","87","15.130434"
"4","Minecraft","315","525","1","6","40","7.619047"
"5","Diablo III","285","705","2","6","64","13.473684"
"6","Just Chatting","180","270","1","6","8","2.666666"
"7","Left 4 Dead 2","150","180","0","2","12","4.8"
"8","Bloodborne","150","225","0","3","8","3.2"
"9","Far Cry 3","135","360","2","3","5","2.222222"
"10","A Way Out","120","360","3","5","11","5.5"
"11","Warframe","90","195","1","4","11","7.333333"
"12","Dead by Daylight","75","150","2","4","5","4"
"13","Marvel's Spider-Man","60","180","3","4","2","2"
"14","Aaero","60","75","1","2","2","2"
"15","The Crew 2","60","90","1","3","2","2"
"16","Monster Hunter: World","45","30","0","1","5","6.666666"
"17","Sekiro: Shadows Die Twice","45","30","0","1","2","2.666666"
"18","Little Nightmares","30","0","0","0","0","0"
