"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","4725","17220","3","81","532","6.755555"
"2","Tom Clancy's Rainbow Six Siege","1485","4830","2","9","175","7.070707"
"3","Apex Legends","840","1605","1","4","142","10.142857"
"4","Just Chatting","735","5910","8","61","162","13.224489"
"5","Detroit: Become Human","480","2925","7","29","54","6.75"
"6","Call of Duty: Black Ops 4","450","1410","2","9","36","4.8"
"7","Call of Duty: Modern Warfare Remastered","60","285","4","6","4","4"
"8","Team Fortress 2","45","45","1","1","1","1.333333"
"9","LEGO Marvel Super Heroes 2","15","15","1","1","0","0"
"10","Call of Duty: Black Ops III","15","45","3","3","0","0"
"11","Travel & Outdoors","15","15","1","1","0","0"
