"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","6045","38640","5","16","991","9.836228"
"2","Minecraft","1035","5850","5","10","200","11.594202"
"3","Just Chatting","900","5280","5","12","251","16.733333"
"4","Teamfight Tactics","735","4995","5","11","178","14.530612"
"5","MapleStory","420","3210","6","13","97","13.857142"
"6","Portal","225","885","3","8","29","7.733333"
"7","Astroneer","165","780","3","8","18","6.545454"
"8","Visage","120","810","5","9","14","7"
"9","Dead by Daylight","120","705","5","7","12","6"
"10","Slendrina Must Die: The Cellar","45","195","4","5","16","21.333333"
"11","Layers of Fear 2","30","120","4","5","3","6"
