"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","705","3270","4","10","145","12.340425"
"2","Shadow of the Tomb Raider","75","165","2","5","7","5.6"
"3","Teamfight Tactics","45","120","3","4","16","21.333333"
