"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","4245","16455","3","9","677","9.568904"
"2","Teamfight Tactics","2805","9675","3","8","416","8.898395"
"3","War Thunder","2730","8910","2","9","284","6.241758"
"4","Russian Fishing 4","2070","9135","3","15","263","7.623188"
"5","Assassin's Creed Origins","1140","3285","2","6","113","5.947368"
"6","World of Warcraft","930","1995","2","6","87","5.612903"
"7","Assassin's Creed Odyssey","795","3615","4","9","104","7.849056"
"8","Sid Meier's Civilization III: Conquests","420","1350","2","5","17","2.428571"
"9","PUBG Mobile","315","930","2","9","24","4.571428"
"10","Grand Theft Auto V","240","915","3","7","61","15.25"
"11","FIFA 19","225","690","2","6","56","14.933333"
"12","Music","150","315","2","3","6","2.4"
"13","Just Chatting","135","150","1","2","8","3.555555"
