"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","675","272460","308","1588","36186","3216.533333"
"2","The Surge","585","169710","289","513","7506","769.846153"
"3","Iratus: Lord of the Dead","450","317025","704","1831","35773","4769.733333"
"4","The Surge 2","435","178140","409","968","18375","2534.482758"
"5","Cooking Simulator","300","165615","581","801","16066","3213.2"
"6","Apex Legends","300","72135","229","510","3629","725.8"
"7","Super Mario Maker 2","240","80415","409","613","2893","723.25"
"8","Legion TD 2","195","40350","206","246","1640","504.615384"
"9","Games + Demos","150","41250","252","337","2291","916.4"
"10","My Friend Pedro","120","29160","243","274","1286","643"
"11","Megaton Rainfall","105","20280","193","258","1055","602.857142"
"12","Astroneer","105","25080","238","308","1627","929.714285"
"13","PUBG: BATTLEGROUNDS","90","20955","225","250","1601","1067.333333"
"14","Eastshade","75","90855","1211","1822","29634","23707.2"
"15","Special Events","75","16995","226","375","507","405.6"
"16","Jump King","45","5010","111","146","886","1181.333333"
"17","Deathgarden: BLOODHARVEST","30","16095","536","548","930","1860"
"18","Earth Defense Force 5","30","8310","277","280","599","1198"
"19","Sea of Solitude","30","7860","262","265","529","1058"
"20","Touhou Luna Nights","15","4305","287","287","684","2736"
