"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Kingdom Come: Deliverance","795","12225","14","32","618","46.641509"
"2","Portal 2","345","3645","10","17","101","17.565217"
"3","Titanfall 2","345","5970","17","27","262","45.565217"
"4","Call of Duty: Modern Warfare Remastered","195","2475","20","34","244","75.076923"
"5","Just Chatting","180","1320","7","11","74","24.666666"
"6","Battlefield 1","135","1215","9","27","253","112.444444"
"7","Fire Pro Wrestling World","120","1485","12","22","67","33.5"
"8","Total Extreme Wrestling 2016","105","1905","18","22","87","49.714285"
"9","Super Smash Bros. Ultimate","75","750","10","12","38","30.4"
"10","Brawlout","45","465","10","12","33","44"
"11","Red Dead Redemption","45","450","10","21","79","105.333333"
