"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","6555","291285","44","148","12796","117.125858"
"2","Counter-Strike","165","2505","15","24","117","42.545454"
"3","Sea of Thieves","105","1080","10","16","118","67.428571"
