"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1425","11100","7","15","209","8.8"
"2","Just Chatting","1305","11595","8","18","441","20.275862"
"3","Marbles on Stream","315","3480","10","16","95","18.095238"
"4","American Truck Simulator","150","1605","10","12","16","6.4"
"5","Rocket League","135","1185","8","11","26","11.555555"
"6","MORDHAU","90","780","8","13","6","4"
"7","The Sims 4","75","450","6","8","3","2.4"
"8","Twitch Sings","60","285","4","6","10","10"
"9","Garry's Mod","30","300","10","13","3","6"
"10","Apex Legends","30","315","10","11","8","16"
"11","Counter-Strike: Global Offensive","30","195","6","8","3","6"
"12","Grand Theft Auto V","30","90","3","4","0","0"
"13","Raft","30","330","11","11","22","44"
"14","Getting Over It with Bennett Foddy","15","135","9","9","2","8"
