"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY XIV ONLINE","2985","147405","49","90","2966","59.61809"
"2","Monster Hunter Generations Ultimate","1395","89790","61","89","1604","68.989247"
"3","Monster Hunter: World","540","46380","91","120","949","105.444444"
"4","Fire Emblem: Three Houses","315","16815","52","72","284","54.095238"
"5","Oninaki","150","5790","38","48","151","60.4"
"6","Just Chatting","45","2130","47","67","54","72"
