"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Brawlhalla","990","38145","36","64","1635","99.090909"
"2","Just Chatting","600","18960","33","60","875","87.5"
"3","Iratus: Lord of the Dead","360","11610","31","40","394","65.666666"
"4","SYNTHETIK: Arena","330","9480","29","35","440","80"
"5","Talk Shows & Podcasts","300","18915","51","94","2141","428.2"
"6","Teamfight Tactics","255","4635","16","25","224","52.705882"
"7","The Elder Scrolls: Legends","105","4275","40","46","210","120"
"8","Warhammer 40,000: Inquisitor - Martyr","105","3600","33","42","64","36.571428"
"9","Hades","60","3030","50","54","133","133"
"10","Brawl","45","1320","29","31","61","81.333333"
"11","Waven","15","450","30","30","0","0"
