"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","2940","40065","12","42","1136","23.183673"
"2","SCUM","2265","29370","12","24","705","18.675496"
"3","NBA 2K19","675","8415","13","26","189","16.8"
"4","PUBG: BATTLEGROUNDS","615","6135","10","22","282","27.512195"
"5","Need For Speed: Payback","540","8850","13","23","164","18.222222"
"6","Just Chatting","120","720","6","14","154","77"
"7","UNO","120","1425","10","15","18","9"
"8","Apex Legends","105","795","8","10","15","8.571428"
"9","Tom Clancy's Rainbow Six Siege","90","1185","13","16","28","18.666666"
"10","Counter-Strike: Global Offensive","45","465","9","12","18","24"
"11","Art","30","600","20","21","18","36"
