"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","945","13710","10","58","610","38.730158"
"2","Hellblade: Senua's Sacrifice","645","7200","11","20","239","22.232558"
"3","Teamfight Tactics","630","6525","9","15","114","10.857142"
"4","Mario Kart 8","225","2985","13","19","108","28.8"
"5","The Legend of Zelda: Breath of the Wild","150","1140","7","10","19","7.6"
"6","The Evil Within 2","120","1410","10","15","35","17.5"
"7","Twitch Sings","90","675","7","9","21","14"
"8","Music","60","930","15","19","5","5"
"9","Unlisted on Twitch","45","690","15","18","18","24"
"10","The Jackbox Party Pack 5","45","660","14","17","24","32"
