"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Talk Shows & Podcasts","720","795","1","2","20","1.666666"
"2","Max Payne 3","300","540","1","4","12","2.4"
"3","Mortal Kombat 11","165","390","2","4","15","5.454545"
"4","ARK: Survival Evolved","120","255","2","3","2","1"
"5","Grand Theft Auto V","105","210","2","2","1","0.571428"
"6","Wolfenstein II: The New Colossus","45","45","1","1","0","0"
"7","Call of Duty: Black Ops 4","45","60","1","2","1","1.333333"
"8","Gears 5","45","150","3","5","1","1.333333"
"9","7 Days to Die","30","30","1","1","2","4"
"10","Words With Friends","15","15","1","1","0","0"
