"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","2490","60465","23","75","1776","42.79518"
"2","Detroit: Become Human","1245","56355","44","106","848","40.867469"
"3","Crash Team Racing Nitro-Fueled","1125","44745","36","81","1196","63.786666"
"4","Until Dawn","480","14670","30","47","521","65.125"
"5","Sea of Thieves","210","4665","21","44","314","89.714285"
"6","The Sims 4","150","2670","17","24","111","44.4"
"7","God of War","150","4020","26","33","109","43.6"
"8","Overcooked! 2","120","2775","23","29","103","51.5"
"9","The Sinking City","120","2595","19","39","84","42"
"10","Apex Legends","60","1155","19","22","67","67"
"11","Just Chatting","15","195","13","13","0","0"
