"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","3030","24435","7","31","804","15.920792"
"2","Assassin's Creed III","525","3570","6","13","81","9.257142"
"3","Teamfight Tactics","465","2640","5","18","99","12.774193"
"4","Cities: Skylines","405","3930","8","14","88","13.037037"
"5","Golf With Your Friends","285","4290","15","18","72","15.157894"
"6","Detroit: Become Human","210","1590","7","10","50","14.285714"
"7","Human: Fall Flat","150","1350","9","15","44","17.6"
"8","Jurassic World Evolution","90","525","5","10","42","28"
"9","Assassin's Creed III: Liberation","90","1200","13","15","25","16.666666"
"10","Just Chatting","75","690","6","14","42","33.6"
"11","League of Legends","45","375","8","12","53","70.666666"
