"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fire Emblem: Three Houses","840","17415","20","37","336","24"
"2","Dead by Daylight","630","13545","19","36","293","27.904761"
"3","Until Dawn","585","14385","20","36","302","30.974358"
"4","Heavy Rain","465","10875","23","30","185","23.870967"
"5","Dying Light","240","4545","18","29","119","29.75"
"6","The Elder Scrolls V: Skyrim","195","5550","28","35","136","41.846153"
"7","Just Chatting","165","3045","18","25","92","33.454545"
"8","Borderlands 2","135","2355","17","23","58","25.777777"
"9","Slender: The Arrival","105","2085","19","24","54","30.857142"
"10","Overwatch","90","1740","19","21","28","18.666666"
