"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","SAMURAI SHODOWN","975","14010","13","42","275","16.923076"
"2","Marvel Ultimate Alliance 3: The Black Order","390","1710","3","8","30","4.615384"
"3","Retro","330","4950","14","37","98","17.818181"
"4","The King of Fighters XIV","150","585","3","8","38","15.2"
"5","Travel & Outdoors","150","885","5","9","14","5.6"
"6","The King of Fighters 2002: Unlimited Match","45","120","2","4","2","2.666666"
"7","The King of Fighters '98: Ultimate Match Online","30","240","8","9","25","50"
"8","Samurai Shodown V Special","15","240","16","16","25","100"
