"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Trash","1005","8325","7","13","59","3.522388"
"2","Carmageddon","780","4650","5","13","30","2.307692"
"3","Fallout: New Vegas","585","2445","3","8","15","1.538461"
"4","RollerCoaster Tycoon 2","570","4365","7","12","30","3.157894"
"5","Game Boy Advance Video Movie: DreamWorks Shrek & Shrek 2","465","2595","4","8","13","1.677419"
"6","Avernum","450","2190","4","9","9","1.2"
"7","Deus Ex: Human Revolution - Director's Cut","375","1740","4","7","20","3.2"
"8","The Elder Scrolls V: Skyrim","360","1305","3","6","8","1.333333"
"9","Unreal Tournament 2004","240","1605","6","10","16","4"
"10","DOOM II: Hell on Earth","240","1635","6","11","17","4.25"
"11","Chex Quest 3","195","1425","7","10","17","5.230769"
"12","Kenshi","150","525","3","5","8","3.2"
"13","XCOM 2: War of the Chosen","150","975","6","8","8","3.2"
"14","Mystery Science Theater 3000","15","75","5","5","0","0"
"15","Mystery of the Mummy","15","45","3","3","0","0"
