"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","2310","14160","5","14","418","10.857142"
"2","Just Chatting","1050","6255","5","10","190","10.857142"
"3","Battlefield 4","855","6390","7","14","228","16"
"4","Dead Space (2008)","510","2895","6","10","88","10.352941"
"5","Battlefield 3","360","1905","5","10","81","13.5"
"6","Deathgarden: BLOODHARVEST","345","2865","7","13","45","7.826086"
"7","A Way Out","270","1440","5","8","51","11.333333"
"8","Blackwood Crossing","150","660","4","7","13","5.2"
"9","Draugen","105","645","6","7","31","17.714285"
"10","Tattletail","75","540","7","9","10","8"
"11","Enderal","75","495","6","9","25","20"
"12","She Sees Red","75","450","6","7","7","5.6"
"13","Games + Demos","60","405","6","8","27","27"
"14","Knock-knock","45","225","5","5","7","9.333333"
"15","World War Z","30","165","5","8","9","18"
"16","Summer Catchers","30","150","5","5","9","18"
"17","Super Lucky's Tale","30","75","2","4","11","22"
"18","Investigator","15","45","3","3","11","44"
"19","Unlisted on Twitch","15","165","11","11","6","24"
