"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","4335","68190","14","31","1216","16.830449"
"2","Just Chatting","690","8055","10","24","595","51.73913"
"3","Dead by Daylight","495","5280","10","15","158","19.151515"
"4","Amnesia: Collection","210","2400","11","15","67","19.142857"
"5","Overwatch","180","1515","8","12","54","18"
"6","skribbl.io","180","2520","13","19","78","26"
"7","Human: Fall Flat","90","900","8","17","23","15.333333"
"8","Hollow Knight","90","915","10","12","17","11.333333"
"9","Banjo-Kazooie","75","1245","16","19","14","11.2"
"10","Rocket League","45","360","8","8","9","12"
"11","Metro Exodus","30","375","12","17","12","24"
"12","Big Crown: Showdown","30","300","10","12","5","10"
"13","PAYDAY 2","30","480","16","16","22","44"
"14","Unlisted on Twitch","30","240","8","9","7","14"
"15","Worms W.M.D","15","135","9","9","7","28"
