"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1170","23895","20","50","647","33.179487"
"2","Just Chatting","960","18975","18","39","790","49.375"
"3","The Last of Us","210","4470","20","30","180","51.428571"
"4","NBA 2K19","150","1800","12","15","39","15.6"
"5","Portal 2","105","1065","10","14","46","26.285714"
"6","League of Legends","105","3240","30","38","54","30.857142"
"7","Human: Fall Flat","90","975","10","19","34","22.666666"
"8","Marbles on Stream","90","2745","30","38","53","35.333333"
"9","Pacify","90","2250","25","29","71","47.333333"
"10","Twitch Sings","60","2265","37","44","37","37"
