"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Outer Wilds","1140","13425","11","19","176","9.263157"
"2","Yakuza Kiwami","900","10185","11","17","103","6.866666"
"3","God of War","855","11220","12","20","110","7.719298"
"4","Shadow of the Colossus","555","7485","12","23","94","10.162162"
"5","The Curse of Monkey Island","510","6285","12","19","71","8.352941"
"6","Monkey Island 2: LeChuck's Revenge","285","2640","9","13","31","6.526315"
"7","The Last of Us","270","3915","14","22","55","12.222222"
"8","Indigo Prophecy","255","3915","15","19","52","12.235294"
"9","Risk of Rain 2","255","3420","13","17","44","10.352941"
"10","Golf With Your Friends","225","2325","10","13","39","10.4"
"11","The Jackbox Party Pack 5","210","3525","16","29","72","20.571428"
