"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","1470","26385","16","36","1138","46.448979"
"2","Just Chatting","945","14340","14","28","2283","144.95238"
"3","Jackbox Party Packs","735","15765","21","29","687","56.081632"
"4","Rocket League","495","7335","15","20","304","36.848484"
"5","The Long Dark","465","5685","11","22","220","28.387096"
"6","Grand Theft Auto V","435","7965","17","27","320","44.137931"
"7","My Friend Pedro","300","3510","11","19","166","33.2"
"8","PUBG: BATTLEGROUNDS","225","4140","18","27","153","40.8"
"9","Human: Fall Flat","195","2700","13","18","119","36.615384"
"10","The Jackbox Party Pack 4","180","4050","21","27","173","57.666666"
"11","What Remains of Edith Finch","120","1500","12","18","74","37"
"12","Golf With Your Friends","105","1815","17","22","76","43.428571"
"13","Overwatch","30","285","9","10","54","108"
