"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Beat Saber","1455","823950","529","8492","4600","189.690721"
"2","Stand Out","690","326055","453","11622","18738","1629.391304"
"3","Minecraft","405","9120","21","54","516","76.444444"
"4","Defector","255","4080","15","27","201","47.294117"
"5","Until You Fall","255","21750","74","345","422","99.294117"
"6","Lone Echo","240","3600","15","21","175","43.75"
"7","Virtual Reality Studio","210","4395","20","32","242","69.142857"
"8","American Truck Simulator","135","2775","18","34","177","78.666666"
"9","Blade & Sorcery","105","3270","31","36","99","56.571428"
"10","Elite: Dangerous","75","1740","23","26","138","110.4"
"11","Synth Riders","60","1275","21","24","63","63"
"12","Vader Immortal: A Star Wars VR Series","45","1260","28","29","51","68"
"13","Contractors","15","360","24","24","0","0"
