"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1215","22725","15","52","725","35.802469"
"2","Frostpunk","360","3285","9","12","107","17.833333"
"3","Stardew Valley","150","1110","7","9","25","10"
