"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Walking Dead: Season One","1170","3120","2","8","94","4.820512"
"2","S.T.A.L.K.E.R.: Shadow of Chernobyl","525","3030","4","16","81","9.257142"
"3","Arma 3","405","1125","1","10","34","5.037037"
"4","Lust for Darkness","375","1200","2","7","13","2.08"
"5","Amnesia: A Machine for Pigs","270","645","1","4","12","2.666666"
"6","The Invisible Hours","210","1245","5","17","40","11.428571"
"7","Twitch Sings","150","390","2","4","19","7.6"
"8","The Elder Scrolls V: Skyrim","120","315","2","5","6","3"
"9","Wrestling","105","240","2","3","21","12"
"10","The Walking Dead: Season Two","15","45","3","3","2","8"
"11","Destiny 2","15","30","2","2","3","12"
