"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","990","26415","21","57","2995","181.515151"
"2","League of Legends","600","15510","22","47","1333","133.3"
"3","Counter-Strike: Global Offensive","405","6765","15","27","755","111.851851"
"4","Teamfight Tactics","345","6150","17","23","725","126.086956"
"5","Outlast","300","5520","18","26","449","89.8"
"6","The Forest","120","1575","13","16","86","43"
"7","Unlisted on Twitch","75","1350","18","24","96","76.8"
"8","Garry's Mod","75","795","10","12","100","80"
"9","Gartic","60","1350","20","32","113","113"
"10","Outlast II","15","195","13","13","31","124"
