"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","1530","47250","30","57","459","18"
"2","Apex Legends","1425","42360","29","55","295","12.421052"
"3","ARK: Survival Evolved","1245","45015","34","57","517","24.915662"
"4","XCOM 2: War of the Chosen","1140","25260","23","52","301","15.842105"
"5","The Sinking City","630","10095","15","49","145","13.809523"
"6","Dead by Daylight","540","14055","28","53","110","12.222222"
"7","Hunt: Showdown","420","20790","47","88","194","27.714285"
"8","War Thunder","225","3285","14","19","100","26.666666"
"9","Battlefield 1","195","5910","30","41","68","20.923076"
"10","Battlefield V","180","5220","29","39","55","18.333333"
