"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","540","720","1","4","5","0.555555"
"2","Tom Clancy's Rainbow Six Siege","405","765","1","5","17","2.518518"
"3","Apex Legends","210","555","2","4","18","5.142857"
"4","Hearthstone","195","270","1","2","4","1.230769"
"5","Minecraft","105","270","2","5","6","3.428571"
"6","Old School RuneScape","105","105","1","1","1","0.571428"
"7","Counter-Strike: Global Offensive","60","210","3","5","1","1"
"8","Just Chatting","60","105","1","2","3","3"
"9","Moonlighter","45","105","2","3","6","8"
"10","Poptropica","30","60","2","2","1","2"
