"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Shadow of the Tomb Raider","870","6720","8","14","165","11.37931"
"2","Teamfight Tactics","720","7095","8","18","116","9.666666"
"3","League of Legends","720","5655","7","15","119","9.916666"
"4","A Plague Tale: Innocence","510","3975","7","20","106","12.470588"
"5","Dishonored","315","2235","7","12","50","9.523809"
"6","Resident Evil 3: Nemesis","255","2520","9","18","62","14.588235"
"7","Far Cry 4","180","1350","7","10","28","9.333333"
"8","The Witcher 3: Wild Hunt","120","1695","14","23","56","28"
"9","Resident Evil 6","105","540","5","7","12","6.857142"
"10","Grand Theft Auto V","75","465","6","10","8","6.4"
"11","Hellblade: Senua's Sacrifice","30","240","8","8","18","36"
"12","Minecraft","15","75","5","5","10","40"
