"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","ROBLOX","2475","41925","15","31","2524","61.187878"
"2","Apex Legends","345","3330","8","16","178","30.956521"
"3","League of Legends","165","2685","15","23","150","54.545454"
"4","PUBG: BATTLEGROUNDS","120","1440","12","20","25","12.5"
"5","Friday the 13th: The Game","75","405","5","7","16","12.8"
"6","Grand Theft Auto Online","60","180","3","4","15","15"
"7","The Sims 4","45","750","16","25","49","65.333333"
"8","Just Chatting","30","90","3","3","28","56"
"9","Garry's Mod","30","450","15","23","85","170"
"10","Grand Theft Auto V","15","75","5","5","0","0"
