"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","South Park: The Fractured But Whole","1740","12540","6","15","452","15.586206"
"2","Just Chatting","1200","9840","7","19","464","23.2"
"3","Super Seducer 2","555","6195","10","37","279","30.162162"
"4","Hotline Miami 2: Wrong Number","525","3960","7","15","160","18.285714"
"5","Retro","330","1500","4","10","125","22.727272"
"6","The Elder Scrolls: Legends","270","6090","22","41","168","37.333333"
"7","Life is Strange: Before the Storm","150","1245","8","14","46","18.4"
"8","Cities: Skylines","120","960","8","9","48","24"
"9","Catan","90","600","6","9","51","34"
"10","Unlisted on Twitch","75","105","1","3","8","6.4"
"11","ASMR","30","180","6","8","0","0"
