"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","World of Tanks","750","2895","3","6","37","2.96"
"2","Tom Clancy's Rainbow Six Siege","660","3045","4","12","133","12.090909"
"3","Stardew Valley","375","1800","4","9","36","5.76"
"4","Rocket League","330","1485","3","11","33","6"
"5","Fallout 76","300","1500","4","9","20","4"
"6","Apex Legends","210","1035","4","11","34","9.714285"
"7","Raft","165","1125","6","9","39","14.181818"
"8","Minecraft","165","780","4","7","29","10.545454"
"9","Unlisted on Twitch","165","795","4","9","19","6.90909"
"10","Overwatch","165","345","1","5","63","22.90909"
"11","Call of Duty: Modern Warfare 2","150","615","4","6","17","6.8"
"12","Battlefield V","60","210","3","4","7","7"
"13","Call of Duty: Warzone","60","285","4","10","88","88"
"14","7 Days to Die","30","195","6","7","11","22"
"15","PUBG: BATTLEGROUNDS","30","90","3","5","28","56"
