"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Monday 8th July 2019 20:44","https://sullygnome.com/channel/horatwitch/stream/34830276336","61","732","12","19","0","0","20","20","Blade &amp; Soul"
"2","Thursday 4th July 2019 17:06","https://sullygnome.com/channel/horatwitch/stream/34778822624","54","810","15","20","1","1","16","21","Blade &amp; Soul"
